Author,AvgDailyMessageCount,YearMonth,Hour
Callis#1467,1.0,2022-07,20
CaliforniaCow#9174,1.0,2021-08,12
Calico#4902,1.0,2022-06,15
Cali#6894,1.0,2022-07,16
Caitlin#6766,1.0,2022-01,21
CaiMuir#8509,1.0,2021-09,20
Caesar_Wedge#4931,1.0,2022-07,20
Cade<3#9179,1.0,2022-07,20
CUSTOMER HELP-DESK#5231,1.0,2021-07,1
CHIEFDIAMONDHANDSAZ#4638,1.0,2022-06,12
CUJO#4594,1.0,2022-07,18
CRUITx#3159,1.0,2021-05,6
CONTROL -lurru#6775,1.0,2022-03,17
CLYDE#9335,1.0,2022-02,22
CLYDE#4639,1.0,2022-02,22
CK#9496,1.0,2022-04,16
CJ_#2105,1.0,2022-03,21
CJ8195#0014,1.0,2021-11,5
CHU#3194,1.0,2021-11,21
Officíal Dev#4381,1.0,2021-05,5
Olive#4924,1.0,2022-01,13
dmtea#7497,1.0,2020-06,20
blackbeardxbt,1.0,2019-10,17
bk7159,1.0,2021-05,14
bjartek#9545,1.0,2021-08,3
bitsurprise,1.0,2021-12,3
bitslim#0271,1.0,2021-10,1
bitfliper,1.0,2022-04,5
bitben.hodl,1.0,2022-04,22
bishopf,1.0,2021-08,17
birdman9080,1.0,2021-05,20
birdman619,1.0,2022-07,5
biotyo#7152,1.0,2019-11,17
biochem1stry,1.0,2020-07,17
binayrajak#6484,1.0,2021-08,14
bin8490,1.0,2022-02,8
bimbostic,1.0,2022-08,0
billybobbagholder,1.0,2022-04,23
bil#8633,1.0,2022-07,19
bikoy,1.0,2022-05,5
bigwizetgg#4173,1.0,2022-05,4
bigshoot5806,1.0,2022-07,21
bigsauce#9465,1.0,2021-08,5
bigherocrypto,1.0,2021-05,5
bkbk22#9114,1.0,2022-07,20
blackeagle#9476,1.0,2022-04,1
big D#6293,1.0,2022-07,20
blackphilipshow,1.0,2021-11,4
bnoonan,1.0,2021-09,16
bnnlukas,1.0,2021-12,20
bmethan,1.0,2020-01,14
bm6461,1.0,2023-12,9
blzzaer#1231,1.0,2022-07,18
blukilla#9467,1.0,2021-08,15
bluewillow#1558,1.0,2021-09,20
bluepanda.io,1.0,2022-08,1
bluehash#3922,1.0,2022-06,19
blueguy3331,1.0,2022-02,4
blueba#7958,1.0,2021-12,6
bloop#9621,1.0,2019-11,1
blockzealous,1.0,2022-07,0
blocknomad,1.0,2022-03,23
blockbound,1.0,2021-11,20
blockadmin,1.0,2021-12,5
bld532,1.0,2021-11,12
blank_wu,1.0,2022-03,15
blairo#8971,1.0,2022-07,0
blacktofu,1.0,2022-10,16
blackt0999,1.0,2022-01,4
bigali7228,1.0,2022-04,0
big D#1360,1.0,2022-07,5
cagdas8818,1.0,2021-11,1
bendhower,1.0,2021-09,18
bemtikru,1.0,2021-12,0
bekirdag,1.0,2022-01,19
beingmudit,1.0,2022-05,16
beemosabe,1.0,2022-02,10
beeluhdh,1.0,2024-01,7
beelonmuskderivative,1.0,2022-03,20
beej0097,1.0,2022-05,2
beddows,1.0,2021-08,9
become_the_rotatooor,1.0,2021-07,8
beau.rr#1192,1.0,2021-10,7
beastmodexx2093#5946,1.0,2022-07,16
beansoup21o,1.0,2021-05,5
beans&rice#8607,1.0,2022-03,6
beachbreeze2123#7941,1.0,2019-10,5
be_alert#1664,1.0,2022-06,22
bcbc6116,1.0,2020-06,2
bc151#9974,1.0,2022-03,10
bbranda,1.0,2022-03,23
bbbandit_,1.0,2021-12,13
bb_no_fear,1.0,2021-05,23
bb5133,1.0,2021-05,15
ben.benx,1.0,2020-05,16
benfielding,1.0,2021-06,18
bifuyisheng,1.0,2022-07,22
beni68#9348,1.0,2022-07,18
bibins.,1.0,2022-01,23
biasedai,1.0,2021-08,18
bianca.xo#3532,1.0,2022-07,18
bhm4076,1.0,2022-05,1
bhingo#7490,1.0,2022-02,22
bhekidlamini#9456,1.0,2022-03,3
bhaveshpatel1428,1.0,2022-02,18
bhaskarsingh144#8542,1.0,2022-03,22
bfife,1.0,2021-05,6
best999,1.0,2022-01,1
bessarekt,1.0,2022-05,15
bernie6274,1.0,2022-01,13
berjanoush,1.0,2021-07,2
berab.,1.0,2022-02,0
benytthedev,1.0,2021-09,8
bentoshi2.0,1.0,2022-02,11
bensh#1822,1.0,2022-07,22
benoit6416,1.0,2021-10,18
bennorthman,1.0,2021-05,21
benjo3080,1.0,2022-02,1
benindo.,1.0,2021-11,11
boa#6988,1.0,2022-07,20
boatkung6n5,1.0,2021-05,5
bobbycee#9568,1.0,2022-07,6
bubblegumΓÖí#5862,1.0,2022-07,19
btcc#6640,1.0,2022-01,14
bt9296528#7377,1.0,2021-12,16
bshore#3567,1.0,2021-12,21
bryanwangle,1.0,2021-09,5
brutalnasral4e,1.0,2021-05,5
brunosyn.,1.0,2022-08,19
brucepon.,1.0,2019-08,23
bruceleeroythecajun,1.0,2023-07,7
brownjayx,1.0,2021-05,4
brownikeeper,1.0,2021-11,18
brotherlal,1.0,2024-01,16
broseph90#1989,1.0,2021-11,0
broosi,1.0,2019-11,1
brooks521,1.0,2022-01,12
brooks13#4550,1.0,2022-04,3
bronsonmcgee,1.0,2021-11,22
broketrader1#8019,1.0,2021-04,20
brkgo#7083,1.0,2022-07,19
brizki,1.0,2022-07,8
brittanyseales,1.0,2022-05,10
brightcrafts#6583,1.0,2022-06,22
btstaehyung,1.0,2021-06,17
buckd2,1.0,2023-04,0
bobbylish12#6648,1.0,2021-08,1
budgie#8563,1.0,2022-07,17
cadeirudo_90,1.0,2022-02,4
caballus51,1.0,2021-11,3
c_o_r_b_i_n,1.0,2022-05,16
c__1__1__,1.0,2021-12,12
c0sm,1.0,2021-05,2
bеrnd․tеz#7792,1.0,2022-08,21
bzka001#4125,1.0,2022-07,5
bwfudge81,1.0,2022-02,15
bustafksalot,1.0,2022-03,16
buscemibuscemi,1.0,2021-12,18
burns2854,1.0,2022-05,13
burlybanker#2708,1.0,2022-02,2
burakhaliloglu,1.0,2022-07,16
bunni#8885,1.0,2022-07,5
bullishtrader,1.0,2022-04,23
bulle3518,1.0,2021-09,22
buku9712,1.0,2021-12,11
bugyibuci,1.0,2022-02,18
bugraayan#3933,1.0,2022-01,20
buffalo2849,1.0,2021-07,4
budgiehammerong,1.0,2021-05,5
brief_moment,1.0,2022-02,12
bricktonic ß»ô#2618,1.0,2022-07,19
brickboom,1.0,2021-08,6
brianjungy,1.0,2019-10,5
borgovermind,1.0,2021-06,13
boozubay#3974,1.0,2022-06,3
boosson#4772,1.0,2019-09,3
boomsoond#4680,1.0,2022-07,11
boom321#4808,1.0,2021-12,3
booklover#2832,1.0,2022-07,19
bonz099,1.0,2021-05,8
bonniemin,1.0,2021-11,15
bonk6096,1.0,2021-06,2
bongoexe,1.0,2021-06,20
bond9669,1.0,2022-01,16
bomberinpans19g,1.0,2021-05,5
bombadier44x5b,1.0,2021-05,5
bolteny03,1.0,2021-05,5
bolliewan2020#7291,1.0,2021-05,6
boldsara,1.0,2023-08,12
bokkiecoin,1.0,2020-04,20
boggiman,1.0,2021-05,17
bogdancostinas,1.0,2022-05,15
bogdaanpustovar,1.0,2022-12,0
bodhi_eth,1.0,2022-04,15
boris9323,1.0,2021-12,19
bossaniis6k,1.0,2021-05,5
bosspaccatutto,1.0,2022-01,4
bratz0142,1.0,2021-09,12
brian778,1.0,2020-02,8
brentable,1.0,2023-01,3
brennn4021,1.0,2022-04,11
brendow._,1.0,2022-08,5
brendencm,1.0,2019-09,4
breezeight,1.0,2021-12,20
breana#2298,1.0,2022-07,5
breadcrumivd,1.0,2021-05,5
brawl#1858,1.0,2022-07,20
brandonkz,1.0,2021-10,17
boston12345,1.0,2022-02,0
brandhero,1.0,2022-06,16
bram#9582,1.0,2021-06,6
brain_hack.,1.0,2019-08,22
br0pey,1.0,2021-06,5
bpgamma,1.0,2022-04,23
bpark,1.0,2022-06,12
boxosaurus,1.0,2021-11,19
bourdelivh,1.0,2021-05,5
bounteah,1.0,2022-04,22
bayton#8086,1.0,2022-01,2
bavav16932#3316,1.0,2021-05,23
bastischuhl,1.0,2022-04,23
archyde.,1.0,2021-12,14
archcron#4082,1.0,2021-07,18
aravindharcana,1.0,2021-12,0
aquapute#6142,1.0,2022-06,9
apriltree.11,1.0,2022-06,22
appo11,1.0,2023-04,23
apoorvlathey,1.0,2019-12,21
apollobaw,1.0,2021-04,15
aplalt#3227,1.0,2021-07,0
apiskunov,1.0,2021-07,20
apekali,1.0,2021-12,6
apeironcreations,1.0,2021-07,5
ap/21-6 (sau)#1888,1.0,2022-03,23
anushm6,1.0,2022-05,11
antonjkee#0623,1.0,2021-05,13
antod1#3102,1.0,2021-09,8
antixa89#5684,1.0,2021-06,23
anthikristhu,1.0,2022-02,9
antefex,1.0,2021-12,1
anshul#5959,1.0,2022-08,19
anomaly1711,1.0,2021-11,18
anocha1565#1594,1.0,2022-02,1
architprasar,1.0,2022-01,19
arcticus2410,1.0,2022-02,12
aryanjain,1.0,2022-01,3
ardhn,1.0,2022-07,0
arturgontijo#0077,1.0,2019-08,5
arturgontijo,1.0,2019-08,5
artjoomkana,1.0,2021-05,5
artie#9531,1.0,2021-11,12
artemciy_dice,1.0,2022-05,22
art3998,1.0,2022-06,21
arshymo,1.0,2022-03,22
ars24#1245,1.0,2022-05,8
arry_kane,1.0,2022-02,23
aron.dev,1.0,2020-09,19
arnavbathla,1.0,2021-11,12
armyanovich,1.0,2022-03,18
arlav,1.0,2022-08,0
arkiiitekt,1.0,2021-12,17
arkSong#5009,1.0,2022-04,11
arjohns#8773,1.0,2019-10,22
ariell4839,1.0,2021-10,23
ariel6ix,1.0,2021-11,11
arianbpf,1.0,2021-08,7
arfington,1.0,2020-01,23
arendsves#1720,1.0,2021-05,13
announcement#9786,1.0,2022-06,14
announcement#9745,1.0,2022-06,14
announcement#9742,1.0,2022-06,22
announcement#9670,1.0,2022-06,22
announcement#3145,1.0,2022-06,16
announcement#3129,1.0,2022-06,23
announcement#2790,1.0,2022-06,22
announcement#2584,1.0,2022-06,15
announcement#2441,1.0,2022-06,22
announcement#2381,1.0,2022-06,16
announcement#2240,1.0,2022-06,16
announcement#2214,1.0,2022-06,15
announcement#2197,1.0,2022-06,15
announcement#1985,1.0,2022-06,17
announcement#1889,1.0,2022-06,22
announcement#1877,1.0,2022-06,22
announcement#1807,1.0,2022-06,23
announcement#1791,1.0,2022-06,15
announcement#1566,1.0,2022-06,14
announcement#0418,1.0,2022-06,23
announcement#0382,1.0,2022-06,15
announcement#0329,1.0,2022-06,23
announcement#0102,1.0,2022-06,23
annh#4714,1.0,2021-07,8
annakaz#7032,1.0,2022-07,0
announcement#3232,1.0,2022-06,22
announcement#3801,1.0,2022-06,15
announcement#3987,1.0,2022-06,16
announcement#6396,1.0,2022-06,15
announcement#9645,1.0,2022-06,23
announcement#9615,1.0,2022-06,14
announcement#9132,1.0,2022-06,23
announcement#9027,1.0,2022-06,22
announcement#8683,1.0,2022-06,14
announcement#8613,1.0,2022-06,15
announcement#8434,1.0,2022-06,15
announcement#8223,1.0,2022-06,17
announcement#7098,1.0,2022-06,15
announcement#6379,1.0,2022-06,23
announcement#4124,1.0,2022-06,16
announcement#6285,1.0,2022-06,22
announcement#6146,1.0,2022-06,15
announcement#6104,1.0,2022-06,22
announcement#5838,1.0,2022-06,17
announcement#5826,1.0,2022-06,22
announcement#5079,1.0,2022-06,22
announcement#4534,1.0,2022-06,17
announcement#4291,1.0,2022-06,16
announcement#4284,1.0,2022-06,17
arwin2006#6182,1.0,2021-07,20
arzra,1.0,2020-06,20
bastibasti12,1.0,2022-07,16
bak9dev#3064,1.0,2022-01,6
baitlynfmm,1.0,2021-05,5
baikho_,1.0,2021-11,1
baidupcfaster8c,1.0,2021-05,5
baguettedoggouja,1.0,2021-05,5
badrisaruxanov#0012,1.0,2021-05,13
badgyalclub,1.0,2021-12,9
backwater,1.0,2023-10,9
backinmytrainings,1.0,2022-07,20
back9474,1.0,2022-03,21
babyuke#8498,1.0,2022-07,5
baboof#4636,1.0,2022-07,5
babettelorinda46081,1.0,2023-12,16
babatoa12#5882,1.0,2021-11,23
b57kx3yh28#8751,1.0,2021-12,21
b3ll44#5178,1.0,2022-07,19
b.b.symphony,1.0,2019-09,20
b u n#6247,1.0,2022-07,19
azze9090#8233,1.0,2022-04,0
azler8494,1.0,2022-06,11
azevedoluis,1.0,2024-01,4
ayyyko,1.0,2022-06,18
bajablast#8265,1.0,2022-07,20
bakedbeans#3155,1.0,2022-07,21
ash1589#9154,1.0,2021-08,19
baki2lacalle,1.0,2021-03,3
bashayer965#6467,1.0,2022-06,2
basha007#9791,1.0,2022-07,20
bartux1993#4836,1.0,2021-07,20
bartoszpozniak,1.0,2022-05,19
barefootdev,1.0,2022-09,18
barda1459,1.0,2022-04,11
bapesta#7211,1.0,2022-07,5
baopham0505,1.0,2021-12,0
bangz#3520,1.0,2022-07,5
bangobongo17,1.0,2021-10,5
bang1771,1.0,2022-08,1
bandenq,1.0,2022-03,23
bambisdead#8432,1.0,2022-02,5
bambayashi,1.0,2022-01,9
balzakerror,1.0,2022-02,23
balupton,1.0,2019-10,10
balor2768,1.0,2022-08,1
balda_dev,1.0,2022-01,0
baladeprata#7476,1.0,2022-08,0
balaby.,1.0,2022-02,21
bakulinala#0991,1.0,2021-06,23
ayyapapayya#4513,1.0,2022-05,4
ayumi#5627,1.0,2022-07,19
ayoub--10#7316,1.0,2022-08,6
aymanstar131#0937,1.0,2022-07,20
atom#1145,1.0,2022-07,19
atmosphere#9474,1.0,2019-09,18
atli_,1.0,2020-06,2
athulanil,1.0,2022-01,18
atc2195,1.0,2021-11,17
atakzimpara39,1.0,2022-02,23
atackblockchain,1.0,2022-07,21
aswinpy,1.0,2021-08,21
astromartian#8541,1.0,2020-06,10
astromartian,1.0,2020-06,19
astrid~#1632,1.0,2022-07,19
astrid_network,1.0,2022-04,23
astraban#8133,1.0,2022-08,2
astolfo's nut sweat#2824,1.0,2022-07,5
asta9577,1.0,2022-05,5
assaultrussx,1.0,2021-05,5
asjadsghj#0786,1.0,2021-06,23
asikorny,1.0,2022-04,20
ashlesh8811,1.0,2021-11,23
ashes_ls,1.0,2021-05,9
ashe.tabor#7381,1.0,2021-05,10
atrc#9216,1.0,2019-11,3
attila8240,1.0,2022-07,21
atypicalspirit,1.0,2022-03,1
avolsy durden.#1142,1.0,2022-07,21
ayaneo.,1.0,2019-11,15
aya4267,1.0,2022-04,16
axersia,1.0,2022-04,17
axeldiaz10,1.0,2021-09,2
awwwsmasss,1.0,2022-08,23
awesomeblossom,1.0,2021-09,2
awesome5756,1.0,2022-10,0
awbvious,1.0,2023-08,14
awaii244,1.0,2021-06,0
avk32,1.0,2022-06,4
au revoir#5181,1.0,2022-07,5
avijja,1.0,2021-12,17
avi#8619,1.0,2021-11,20
avi#8313,1.0,2021-11,9
autotensor,1.0,2020-12,20
autonomouschris,1.0,2021-05,1
automate4882,1.0,2022-08,1
auto20,1.0,2022-03,11
auset2007,1.0,2021-09,19
augic,1.0,2021-12,15
cafeli.,1.0,2022-04,21
cainpolnw5,1.0,2021-05,5
Olivebranch#9267,1.0,2022-07,19
dar#4892,1.0,2022-07,5
daouda1521,1.0,2022-08,5
daolicious,1.0,2020-01,18
danyoititxy,1.0,2021-05,5
danx86,1.0,2019-09,15
danvor90,1.0,2022-03,1
danny20202543,1.0,2022-06,21
dannog0175,1.0,2021-06,13
danlorezw1,1.0,2021-05,5
danilochellega,1.0,2021-12,0
danigs#3875,1.0,2021-10,5
danielspina,1.0,2021-10,14
daniel_uribe_genobank.io,1.0,2022-06,7
danielKG#5005,1.0,2022-07,5
daniel.lustig#8389,1.0,2021-11,23
dani95109,1.0,2021-12,17
dangil0,1.0,2022-08,5
danger9090,1.0,2021-06,20
danfowler,1.0,2021-05,21
danfavour,1.0,2022-03,17
danang505,1.0,2021-03,16
dan6664475,1.0,2022-08,1
dar#2652,1.0,2022-07,5
darcben,1.0,2022-01,11
damnvasu,1.0,2022-07,19
daredevil#6487,1.0,2022-07,5
dcc4,1.0,2019-12,4
dbrehmer,1.0,2020-06,4
dbonaventure,1.0,2022-04,18
dberon,1.0,2022-02,22
dazed_chad,1.0,2022-01,9
dawntonchen,1.0,2022-06,9
dawgctor,1.0,2021-12,1
davidsneider,1.0,2021-05,23
davidepetti,1.0,2021-06,23
davidecrapis,1.0,2021-09,8
david12123434,1.0,2022-06,5
datky10,1.0,2022-04,21
dataqueen#7824,1.0,2021-11,4
datadrivven#3213,1.0,2022-04,23
dasssss#2689,1.0,2021-07,14
darthowloriginal,1.0,2020-06,6
darshenanigans,1.0,2022-07,22
darksauce03w,1.0,2021-05,5
darknessside,1.0,2022-02,23
darkness_king1,1.0,2022-08,5
darianb.eth,1.0,2022-07,2
dan13ram,1.0,2020-06,22
daleyoo,1.0,2021-12,18
calititan,1.0,2022-03,11
cyberpoly1000,1.0,2021-12,22
cyanopterus,1.0,2023-01,4
cxltyz#2343,1.0,2022-07,22
cw#3498,1.0,2021-11,17
cvf_ro,1.0,2021-06,1
cuzzndread,1.0,2020-04,23
cutiej#3311,1.0,2022-05,22
cursino0175,1.0,2022-08,1
curious_reader,1.0,2022-07,19
cupidr#7916,1.0,2021-11,15
ctbay#0236,1.0,2021-06,21
csgml,1.0,2022-06,0
crystaltong#0455,1.0,2022-04,1
cryptovh,1.0,2022-07,13
cryptotku,1.0,2022-06,5
cryptosolo#6256,1.0,2021-05,10
cryptoshib,1.0,2019-11,22
cryptosaan,1.0,2023-10,14
cryptoross_,1.0,2022-01,0
cryptophantom,1.0,2022-02,20
cryptophant,1.0,2022-07,14
cryptonoirmind,1.0,2019-12,1
cyberantecessor,1.0,2021-06,15
cyberstrategy1,1.0,2021-06,11
dakku3,1.0,2021-06,21
cybhuman,1.0,2021-06,20
daivelkoz#2450,1.0,2022-08,1
daguddara,1.0,2021-05,5
dagra2487,1.0,2021-11,8
dagoat23blackdetectiveohio,1.0,2022-04,8
dagashi#5610,1.0,2019-12,21
dadoxo,1.0,2021-12,16
dadang22#4399,1.0,2022-04,0
dacastillo,1.0,2021-09,1
dableuteef,1.0,2021-11,16
dabizha95#1086,1.0,2021-05,13
dabadok932#5594,1.0,2022-01,16
daRii#9973,1.0,2021-10,17
d_knght,1.0,2023-06,3
d__ep__th#5456,1.0,2021-11,18
d9wdump,1.0,2022-08,5
d8n1.,1.0,2019-12,19
d8192,1.0,2021-12,1
d0gesurge,1.0,2022-04,15
czedo#1347,1.0,2022-08,3
cypher.xbt,1.0,2022-06,23
cynb3ar,1.0,2020-01,10
dcentr#6755,1.0,2022-02,20
dchaboo,1.0,2021-09,16
ddaavvee1234,1.0,2021-10,1
dingo7623,1.0,2021-10,23
dimonswagker,1.0,2021-08,1
dilfper#6279,1.0,2022-07,5
digitaloccean,1.0,2022-04,15
digitaljamsa,1.0,2021-05,0
digiboy4788,1.0,2022-03,1
digdeeper,1.0,2022-02,17
didiercontis,1.0,2021-07,10
dibyasubba#6321,1.0,2022-01,4
diane_sanchez#1855,1.0,2022-01,7
dianaprince_cexio,1.0,2021-09,20
!            Reko .#6689,1.0,2022-07,19
dhruv9739,1.0,2021-09,15
dhamacher#8371,1.0,2022-07,6
dgmdev,1.0,2022-05,22
dgetsylver,1.0,2022-08,22
dextractgy,1.0,2021-05,5
devi_3333,1.0,2022-09,21
dev_ninja,1.0,2021-06,12
dev_help,1.0,2022-06,0
deuchainn,1.0,2021-05,1
destroy_all_humans#2775,1.0,2021-06,0
dimselk,1.0,2023-05,19
dingo_0406,1.0,2022-05,22
ddaddan,1.0,2022-02,14
dinhhoangnam,1.0,2022-06,19
dlbdl87yeonsaeng,1.0,2021-12,23
dkdev1414#8904,1.0,2020-01,14
dkdev14#0483,1.0,2019-09,19
djstrikanova,1.0,2023-04,9
djocson#5420,1.0,2022-06,17
djkatnisscococm,1.0,2021-05,5
dj2#6090,1.0,2021-11,2
dizzy242#7113,1.0,2022-02,20
divineblessings111#0305,1.0,2022-07,2
divine_comedian,1.0,2021-10,1
displayedfallen#0263,1.0,2022-07,5
disedise,1.0,2022-04,23
discord迪斯科#2540,1.0,2021-10,15
discorduser5111#3673,1.0,2020-02,22
discod2456,1.0,2021-12,20
disarmon2b,1.0,2021-05,5
diomedesdigitial,1.0,2021-11,13
diogenes_of_the_barrel,1.0,2021-09,23
dinozałr🦕#5604,1.0,2022-07,16
dinosath.,1.0,2022-08,14
dinosath#0757,1.0,2022-08,14
destiny.#2780,1.0,2022-07,21
deskhelp#6977,1.0,2022-01,1
descartes#0635,1.0,2021-11,23
desalzio.,1.0,2019-12,16
defidavidwsb,1.0,2021-12,7
defi_caramel,1.0,2021-07,6
defi3931,1.0,2019-08,22
def__cj__,1.0,2022-06,6
deepwarrenbuffetvalue,1.0,2022-04,8
deepumoh,1.0,2021-06,21
deepster6418,1.0,2021-11,19
deepcont,1.0,2021-06,13
deepansha#5010,1.0,2021-11,12
deeday.pt,1.0,2022-06,7
dedede6809,1.0,2023-04,23
dede*#3626,1.0,2022-07,5
decentralizesdgs,1.0,2022-02,0
decentralisation,1.0,2022-05,19
debt_n,1.0,2022-01,13
deadxshade2#5779,1.0,2021-05,13
deadrooster04,1.0,2022-08,5
deadmanbob,1.0,2022-02,3
deadbody#4685,1.0,2022-07,5
de4dhead,1.0,2020-08,5
ddzhang#3483,1.0,2022-04,23
defsec,1.0,2022-07,21
degen.rsc,1.0,2022-07,8
degenianz,1.0,2022-02,23
deno911#9590,1.0,2022-06,18
des#0441,1.0,2022-07,21
deromonji,1.0,2020-04,21
deriva#3570,1.0,2022-04,12
derek1357,1.0,2024-01,16
deputydogger,1.0,2021-05,23
dephi.,1.0,2022-08,2
deo#6783,1.0,2022-07,5
denykon,1.0,2022-04,21
denver3444,1.0,2022-07,4
denny_ferrari3647959,1.0,2021-11,3
dehzin,1.0,2019-12,10
denny007,1.0,2021-07,20
denissaganea#2334,1.0,2022-07,1
denilbhatt0814,1.0,2022-05,2
demmud,1.0,2022-06,4
demmar#0170,1.0,2022-07,21
demiladeore,1.0,2021-08,15
demarti#5601,1.0,2021-12,12
dellwatson,1.0,2022-02,0
dekov#6576,1.0,2020-02,22
cryptonoclue,1.0,2022-07,2
cryptonius6,1.0,2022-06,0
cryptonite14,1.0,2022-02,10
chrislally,1.0,2022-10,5
chris_#7060,1.0,2021-11,21
chris12#1932,1.0,2021-12,21
chris00#1584,1.0,2022-01,0
chris/3/4#0158,1.0,2022-04,4
chresten7,1.0,2022-08,15
chr158889,1.0,2019-11,5
chokingvictim25,1.0,2021-05,5
choibs,1.0,2021-06,21
choi#4325,1.0,2022-07,5
chocoblocko,1.0,2021-08,3
chobicz,1.0,2021-11,14
cho2uu,1.0,2021-10,0
chmunchabad,1.0,2021-06,21
chillpips,1.0,2022-04,18
chilintano320#6743,1.0,2022-07,18
chiefardydl,1.0,2021-05,5
chibrik,1.0,2022-04,20
cheskel.georgy#4799,1.0,2021-05,21
ches#6296,1.0,2021-11,2
cheese_808,1.0,2022-03,1
chebupizzapl,1.0,2021-05,5
chris_xu,1.0,2022-05,7
chrismasz,1.0,2022-04,0
cl_SamD#1367,1.0,2021-12,23
christaps_,1.0,2022-02,4
ckkc6#6974,1.0,2022-07,14
citizen_stig,1.0,2022-07,5
ciscos52,1.0,2021-08,22
cisco7413,1.0,2022-07,11
cirsteve,1.0,2020-06,10
circ,1.0,2021-06,2
cipher_vw,1.0,2021-10,0
cinnienie,1.0,2022-08,14
cileg66884#6083,1.0,2022-02,2
cihancelik8313,1.0,2021-11,1
cici#9655,1.0,2022-07,5
cian#4009,1.0,2022-07,5
chuygarcia.eth,1.0,2021-06,1
chunoo,1.0,2022-05,12
chulain123,1.0,2021-06,8
chugaistir,1.0,2022-01,5
chucky3205,1.0,2021-12,0
christo4712,1.0,2021-06,19
christiandubee#4068,1.0,2022-07,21
christian2654,1.0,2019-10,4
christel,1.0,2021-08,18
che4enec#6888,1.0,2021-05,13
chayo9276,1.0,2021-12,18
charyeezy.,1.0,2021-10,18
charyeezy#9583,1.0,2021-10,18
cashewsruleeverythingaroundme,1.0,2022-05,12
cashby#7665,1.0,2021-11,12
carteldubz,1.0,2022-07,5
carma≡ƒî£#3707,1.0,2022-07,19
carloslaime,1.0,2022-08,5
carlosarturo3556,1.0,2021-05,6
carlos cesar mesquita#6838,1.0,2022-05,8
carleslski,1.0,2021-05,5
cardoso.png,1.0,2021-09,19
carbonfeet,1.0,2020-10,21
carboncubie,1.0,2022-04,18
carbon1337,1.0,2022-03,6
captainre,1.0,2021-08,18
capstar5381,1.0,2022-03,4
capitalbot#3558,1.0,2020-01,8
capel_plays,1.0,2023-08,20
candaceosullivansutherland,1.0,2022-07,19
canadian4545#9898,1.0,2021-06,13
calvito7066,1.0,2021-11,19
callmecovid91,1.0,2022-08,4
call me mommy ;))#1766,1.0,2022-07,19
caspie#6054,1.0,2022-06,6
catamoto,1.0,2021-10,15
cathy2887,1.0,2021-12,16
cerebro96,1.0,2021-11,13
charlize#3793,1.0,2022-07,21
charles010308,1.0,2022-05,2
chaosconstruct,1.0,2021-06,23
chaechae00.,1.0,2021-10,10
chadthedad69,1.0,2021-11,3
chad person <3#5623,1.0,2022-07,5
cflo#7523,1.0,2021-05,14
cf7464,1.0,2020-12,3
cf1996423,1.0,2021-05,18
cerealchair,1.0,2022-07,0
cato87#7080,1.0,2022-04,17
cephalopod#8465,1.0,2021-06,15
cenas#1795,1.0,2020-05,23
cec147#6075,1.0,2021-07,2
cdsc#2066,1.0,2021-08,11
cdkeazy,1.0,2021-06,23
ccrrttzz,1.0,2021-09,3
cccc#8753,1.0,2020-06,16
cavalivo#8469,1.0,2022-08,0
catsoul#4881,1.0,2021-08,18
cl0d0mir0d,1.0,2022-08,1
clarahyun,1.0,2022-08,8
cryptom.,1.0,2022-04,4
cruzini,1.0,2022-01,10
croustitastic,1.0,2022-06,0
cromatikap,1.0,2022-06,23
crittah | Bullteam 69#6344,1.0,2021-12,15
cristianmalfesi,1.0,2019-11,3
crist9196,1.0,2019-12,9
cris.hg,1.0,2021-11,21
criptomanta,1.0,2021-04,22
crimpto69#2599,1.0,2021-10,6
crim ΓÖí┬╕.ΓÇó#0289,1.0,2022-07,20
crickto,1.0,2021-08,18
cribug.,1.0,2019-09,12
cretica.,1.0,2022-08,5
creospin,1.0,2022-03,15
creepnuts,1.0,2022-08,7
creedfake#9253,1.0,2021-05,13
crazy-thursday#7899,1.0,2022-02,22
crave1234,1.0,2024-02,22
craenius,1.0,2023-07,3
crackdonalds1of,1.0,2021-05,5
cptde,1.0,2021-06,15
cpakilla23,1.0,2024-02,8
crusher40,1.0,2022-04,3
cruzlptor,1.0,2023-02,22
clash992#3036,1.0,2022-01,17
cry!#5436,1.0,2022-07,18
cryptoluchs,1.0,2021-05,19
cryptolover4558,1.0,2022-06,18
cryptokevo,1.0,2021-08,14
cryptokeeper2030,1.0,2022-06,11
cryptojun.wallet,1.0,2021-10,19
cryptojake888,1.0,2021-02,22
cryptoguru9849,1.0,2021-05,5
cryptogordon,1.0,2021-06,1
cryptogmoney4lf,1.0,2022-04,10
cryptodocsenator#7672,1.0,2021-05,3
cryptodaimyo,1.0,2021-09,13
cryptocrusada,1.0,2023-12,19
crypto_wicca13#6271,1.0,2022-05,5
crypto_tec,1.0,2024-02,13
crypto_saint,1.0,2021-08,11
crypto_bunny#6230,1.0,2021-09,21
crypto_147,1.0,2022-04,12
cryptiq.,1.0,2022-01,12
cryptic144,1.0,2021-11,19
cryptarco,1.0,2021-11,7
cryZZ#1475,1.0,2022-07,21
cp6148,1.0,2022-04,19
cp5081,1.0,2022-04,17
cowbot#5793,1.0,2022-07,5
cow#5221,1.0,2022-07,20
coinsupport#1975,1.0,2022-06,6
